Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Predicted LTV
JJ97525,California,4929.549699,Yes,Basic,Bachelor,1/26/11,Employed,M,25632,Suburban,Married,63,27,52,0,7,Personal Auto,Personal L1,Offer2,Call Center,351.270869,Two-Door Car,Medsize,4924.932268050008
XV21647,California,8036.45034,No,Basic,High School or Below,2/1/11,Unemployed,F,0,Suburban,Single,112,7,42,0,9,Personal Auto,Personal L1,Offer1,Branch,806.4,Sports Car,Medsize,8048.732242299992
MC83487,Arizona,4276.915328,No,Basic,Bachelor,1/28/11,Disabled,M,18768,Suburban,Single,68,19,53,3,3,Corporate Auto,Corporate L3,Offer1,Agent,647.454583,Four-Door Car,Medsize,4321.047304369993
BL90769,California,33473.34946,Yes,Basic,Bachelor,1/11/11,Employed,F,33190,Suburban,Divorced,106,18,95,0,2,Personal Auto,Personal L3,Offer1,Web,508.8,SUV,Medsize,33473.349460000034
CR57148,Oregon,5960.581363,No,Basic,Master,2/3/11,Employed,F,47945,Rural,Married,74,32,39,0,3,Personal Auto,Personal L3,Offer2,Branch,128.43823,Two-Door Car,Medsize,5942.404186499993
CP85232,Arizona,44795.46942,No,Extended,College,2/4/11,Employed,M,58778,Rural,Married,126,6,62,0,2,Special Auto,Special L3,Offer1,Agent,302.033971,SUV,Small,35367.45540729999
YL74732,California,3832.118106,No,Basic,High School or Below,2/14/11,Disabled,F,15192,Suburban,Married,100,1,7,0,1,Personal Auto,Personal L2,Offer4,Web,480.0,SUV,Medsize,3800.9814629000016
FG16766,California,6837.932624,No,Premium,Bachelor,1/24/11,Employed,F,51859,Suburban,Married,171,0,21,0,1,Personal Auto,Personal L2,Offer4,Branch,1003.160633,SUV,Medsize,6794.608896670006
NV55438,Nevada,5285.26816,No,Basic,High School or Below,2/23/11,Retired,F,23422,Suburban,Single,72,25,76,0,3,Personal Auto,Personal L3,Offer2,Agent,518.4,Two-Door Car,Medsize,5325.738533819993
RM10880,California,3096.511217,Yes,Extended,College,2/12/11,Employed,F,21604,Suburban,Divorced,79,14,28,0,1,Corporate Auto,Corporate L3,Offer1,Branch,379.2,Four-Door Car,Medsize,3090.6331002600014
GL56175,Arizona,3589.710715,No,Extended,College,1/5/11,Employed,M,79298,Urban,Married,90,22,2,0,1,Personal Auto,Personal L1,Offer2,Call Center,244.362072,Four-Door Car,Medsize,3587.445654799997
UK52289,Arizona,2582.408525,Yes,Basic,Bachelor,2/14/11,Employed,F,76731,Urban,Married,64,2,68,0,1,Special Auto,Special L3,Offer2,Agent,201.455005,Four-Door Car,Medsize,2575.849837020003
LL45497,Washington,2487.729726,No,Basic,College,2/2/11,Employed,F,67282,Suburban,Married,62,29,27,0,1,Personal Auto,Personal L2,Offer2,Web,297.6,Two-Door Car,Medsize,2480.7013178799975
BC62782,Arizona,13575.67599,No,Basic,College,1/23/11,Employed,F,48534,Suburban,Married,115,29,79,1,2,Personal Auto,Personal L3,Offer4,Call Center,552.0,SUV,Small,19112.976468699973
YM57893,Washington,4685.504251,No,Premium,Doctor,1/5/11,Employed,M,77678,Suburban,Married,116,32,81,0,1,Personal Auto,Personal L2,Offer1,Call Center,741.418485,Two-Door Car,Small,4672.457413510005
JP30654,Oregon,28685.82785,No,Basic,College,2/24/11,Employed,F,48412,Suburban,Single,104,15,23,0,2,Personal Auto,Personal L3,Offer3,Agent,707.430832,SUV,Medsize,18937.40053191
RA66180,Washington,2764.032126,No,Basic,High School or Below,1/10/11,Employed,F,33837,Urban,Married,72,29,54,4,1,Corporate Auto,Corporate L2,Offer1,Branch,305.575785,Two-Door Car,Medsize,2776.3287367700023
EN60878,Oregon,6183.111464,No,Extended,Bachelor,2/13/11,Disabled,M,23712,Urban,Single,85,2,20,0,3,Personal Auto,Personal L2,Offer1,Branch,376.126419,Four-Door Car,Medsize,6304.493507459997
JF36291,California,3873.647046,Yes,Basic,College,1/20/11,Retired,M,28142,Suburban,Married,105,18,50,0,1,Personal Auto,Personal L3,Offer2,Agent,701.708239,Sports Car,Medsize,3871.5024069399988
BK59444,California,18929.3306,No,Basic,Master,2/5/11,Employed,F,72196,Rural,Single,68,8,61,0,2,Personal Auto,Personal L2,Offer2,Branch,152.184244,Four-Door Car,Medsize,16432.262036729997
MK70700,California,5553.295758,No,Basic,Master,1/7/11,Employed,M,68197,Urban,Married,69,1,81,0,3,Personal Auto,Personal L1,Offer2,Branch,176.819414,Four-Door Car,Medsize,5553.900131139997
IW71076,California,5011.259184,No,Basic,Bachelor,2/27/11,Employed,M,75248,Rural,Married,63,13,71,0,5,Corporate Auto,Corporate L3,Offer2,Agent,104.454624,Four-Door Car,Large,5015.4375201200055
AP98768,California,10442.44633,No,Extended,College,1/8/11,Unemployed,F,0,Suburban,Single,98,9,50,0,2,Personal Auto,Personal L1,Offer1,Agent,941.718054,Four-Door Car,Small,13032.865966689982
OM24164,Nevada,2199.61781,No,Basic,Bachelor,1/6/11,Unemployed,M,0,Suburban,Single,65,5,19,1,1,Personal Auto,Personal L2,Offer1,Agent,468.0,Two-Door Car,Medsize,2225.5343458599987
QP84605,Washington,8709.845263,No,Premium,Bachelor,2/3/11,Employed,F,41546,Rural,Divorced,111,4,47,0,3,Corporate Auto,Corporate L1,Offer1,Call Center,121.306839,Four-Door Car,Medsize,8716.02743795
VC87846,Oregon,7484.310483,No,Extended,High School or Below,1/20/11,Employed,M,46998,Suburban,Divorced,96,13,98,0,6,Corporate Auto,Corporate L3,Offer3,Agent,460.8,Four-Door Car,Medsize,7520.089184930002
ZM92052,Oregon,2613.023132,No,Basic,Bachelor,2/23/11,Employed,M,57099,Rural,Single,67,20,37,0,1,Personal Auto,Personal L2,Offer3,Agent,67.859881,Two-Door Car,Small,2616.8094377800016
ON73702,Arizona,9080.639651,No,Basic,Bachelor,1/26/11,Employed,F,33897,Urban,Married,114,15,67,0,8,Corporate Auto,Corporate L3,Offer1,Agent,539.843003,SUV,Small,9055.430352030007
QQ90441,Nevada,13770.97618,Yes,Premium,High School or Below,2/1/11,Employed,F,59207,Suburban,Single,116,23,21,0,2,Personal Auto,Personal L1,Offer1,Agent,556.8,Four-Door Car,Medsize,14129.854887099997
HU35721,Oregon,2876.822941,No,Basic,High School or Below,2/14/11,Employed,M,40171,Suburban,Divorced,73,8,78,0,1,Personal Auto,Personal L3,Offer4,Agent,350.4,Four-Door Car,Medsize,2875.7093092899986
XH85336,Washington,5548.031892,Yes,Basic,Bachelor,1/13/11,Employed,M,67798,Suburban,Divorced,69,1,78,0,9,Personal Auto,Personal L3,Offer1,Agent,331.2,Four-Door Car,Medsize,5547.6029448300005
ZH17561,Washington,5097.526248,No,Extended,Bachelor,1/24/11,Medical Leave,F,21665,Suburban,Divorced,136,0,25,0,1,Corporate Auto,Corporate L2,Offer1,Branch,765.709629,SUV,Medsize,5031.695459159994
AG85615,Oregon,24143.87556,No,Extended,College,1/17/11,Unemployed,M,0,Suburban,Single,87,9,75,0,2,Special Auto,Special L1,Offer1,Web,626.4,Four-Door Car,Medsize,10718.785490499993
OY74069,Arizona,3538.059456,No,Basic,College,1/15/11,Unemployed,F,0,Suburban,Single,67,12,67,5,7,Personal Auto,Personal L2,Offer4,Call Center,321.6,Four-Door Car,Medsize,3738.068328859997
DJ91267,Nevada,29091.23936,No,Extended,Bachelor,2/18/11,Employed,F,34226,Rural,Married,244,29,22,0,2,Personal Auto,Personal L3,Offer1,Agent,494.395024,Luxury SUV,Small,32521.44860310001
KB72438,California,19834.20115,No,Extended,High School or Below,1/6/11,Employed,F,65989,Rural,Married,123,4,43,1,2,Personal Auto,Personal L3,Offer3,Call Center,115.545086,SUV,Medsize,21715.54985970003
TR67616,Oregon,4731.366975,No,Basic,High School or Below,1/14/11,Employed,M,30686,Rural,Single,61,22,45,0,3,Corporate Auto,Corporate L3,Offer2,Web,19.938981,Four-Door Car,Medsize,4739.711379450005
GF65731,California,35537.846,No,Basic,Master,2/6/11,Unemployed,F,0,Suburban,Married,113,15,6,0,2,Personal Auto,Personal L3,Offer1,Call Center,799.926741,Sports Car,Large,28300.064520699958
HB67642,Arizona,34611.37896,Yes,Basic,High School or Below,1/14/11,Employed,F,20090,Suburban,Married,109,10,59,0,2,Personal Auto,Personal L1,Offer2,Agent,523.2,Sports Car,Medsize,34022.58139629993
DP84567,California,20216.30883,No,Basic,High School or Below,1/24/11,Unemployed,M,0,Suburban,Married,183,6,16,0,2,Personal Auto,Personal L1,Offer3,Agent,878.4,Luxury SUV,Large,24894.768814800005
VV77534,Oregon,13976.51925,No,Premium,College,1/26/11,Employed,M,77094,Urban,Married,176,25,29,0,5,Personal Auto,Personal L3,Offer3,Call Center,444.470676,SUV,Medsize,13899.477087399991
GL67540,California,5904.088162,No,Basic,College,1/15/11,Employed,F,97413,Urban,Married,73,21,80,0,6,Personal Auto,Personal L3,Offer1,Agent,268.819985,Four-Door Car,Medsize,5911.807188070001
SV50502,Oregon,5595.835041,No,Basic,Master,1/22/11,Employed,F,79189,Suburban,Married,69,6,97,0,4,Corporate Auto,Corporate L2,Offer4,Branch,331.2,Four-Door Car,Medsize,5568.143992939996
UK59698,California,2294.303629,No,Basic,High School or Below,2/9/11,Unemployed,F,0,Suburban,Divorced,62,5,31,0,1,Personal Auto,Personal L3,Offer3,Branch,297.6,Two-Door Car,Medsize,2291.4746053100007
OA57352,Arizona,6273.911874,Yes,Extended,College,2/16/11,Retired,F,18577,Suburban,Divorced,86,21,76,0,6,Personal Auto,Personal L2,Offer1,Branch,412.8,Four-Door Car,Medsize,6271.352163329993
ZF84449,Oregon,3726.727996,No,Basic,College,2/26/11,Unemployed,F,0,Suburban,Single,112,7,34,1,1,Special Auto,Special L1,Offer1,Agent,806.4,Sports Car,Medsize,3788.2113046799946
VH31965,Washington,5285.118669,No,Basic,Bachelor,1/24/11,Employed,M,40783,Suburban,Married,67,13,43,1,9,Personal Auto,Personal L1,Offer1,Call Center,321.6,Four-Door Car,Medsize,5291.485284059999
HG39060,Oregon,5110.680779,No,Basic,Bachelor,1/28/11,Unemployed,M,0,Suburban,Single,74,34,51,0,4,Corporate Auto,Corporate L2,Offer1,Call Center,532.8,Four-Door Car,Medsize,5136.289333549997
EM29359,Nevada,7126.596501,No,Basic,College,2/3/11,Medical Leave,M,17483,Suburban,Married,183,24,63,0,1,Personal Auto,Personal L1,Offer2,Web,1317.6,Luxury Car,Large,7043.485834779998
SF57173,Oregon,4601.634099,No,Basic,Master,1/27/11,Employed,M,84394,Suburban,Married,114,9,38,0,1,Personal Auto,Personal L3,Offer4,Agent,691.412378,SUV,Medsize,4601.6091180500025
OT47603,Oregon,9155.239699,No,Extended,College,2/4/11,Unemployed,M,0,Suburban,Married,127,3,93,0,3,Personal Auto,Personal L2,Offer2,Agent,804.811859,Sports Car,Medsize,9133.242792270012
SW31412,Oregon,14808.05624,No,Basic,College,2/22/11,Employed,F,41440,Suburban,Married,62,20,80,1,2,Personal Auto,Personal L3,Offer3,Agent,297.6,Four-Door Car,Small,12416.082187509994
JS36322,Arizona,8901.678357,No,Extended,High School or Below,1/19/11,Unemployed,M,0,Suburban,Single,136,14,69,1,8,Personal Auto,Personal L3,Offer1,Agent,1090.86434,Sports Car,Small,9085.34637612
RE81445,Oregon,5734.598243,No,Basic,College,1/5/11,Employed,F,98132,Rural,Married,71,10,61,0,3,Personal Auto,Personal L2,Offer3,Branch,50.587035,Two-Door Car,Medsize,5737.586782149994
RM24280,Oregon,4177.696973,No,Premium,High School or Below,2/3/11,Unemployed,F,0,Suburban,Married,112,4,49,0,1,Personal Auto,Personal L2,Offer3,Agent,537.6,Four-Door Car,Medsize,4136.1311460600045
LC25393,California,27776.28906,No,Extended,Bachelor,1/18/11,Employed,M,88220,Rural,Married,230,28,63,0,2,Personal Auto,Personal L3,Offer1,Call Center,151.528482,Luxury Car,Small,30634.491174600003
UX38930,Arizona,10364.34749,No,Extended,Master,1/9/11,Employed,F,58327,Urban,Married,129,31,5,0,3,Personal Auto,Personal L3,Offer2,Branch,347.075948,SUV,Medsize,10325.828848309993
HD95496,Oregon,7851.901368,No,Basic,Master,2/3/11,Employed,M,25950,Urban,Married,66,27,1,0,2,Personal Auto,Personal L1,Offer4,Agent,271.697529,Two-Door Car,Medsize,10581.255360929992
RX24650,Oregon,4772.943848,Yes,Extended,High School or Below,2/18/11,Retired,M,20993,Suburban,Divorced,133,35,90,0,1,Corporate Auto,Corporate L3,Offer2,Agent,638.4,SUV,Medsize,4766.714480380009
DW19309,Oregon,14226.50485,No,Premium,High School or Below,1/8/11,Employed,M,65726,Suburban,Married,177,35,90,0,7,Corporate Auto,Corporate L1,Offer1,Agent,849.6,SUV,Medsize,14067.286677999999
EG48956,Washington,4031.104947,No,Basic,College,2/7/11,Unemployed,M,0,Suburban,Married,63,35,59,3,3,Personal Auto,Personal L2,Offer2,Call Center,639.45899,Two-Door Car,Large,4329.961803899995
UF88986,Washington,2794.907476,No,Basic,College,1/22/11,Employed,F,39783,Suburban,Single,72,28,43,0,1,Personal Auto,Personal L1,Offer1,Branch,345.6,Two-Door Car,Medsize,2816.724133449998
DB42794,California,4362.931238,Yes,Premium,College,1/3/11,Employed,M,58842,Suburban,Married,110,6,74,0,1,Personal Auto,Personal L1,Offer2,Branch,528.0,Four-Door Car,Medsize,4362.443669539994
JB50798,Oregon,9624.524417,No,Extended,Master,1/20/11,Employed,F,25629,Suburban,Single,124,3,70,2,6,Corporate Auto,Corporate L3,Offer2,Agent,595.2,Sports Car,Medsize,9673.804521130001
JY45873,Washington,5015.009472,Yes,Extended,Bachelor,2/3/11,Employed,F,48567,Suburban,Single,130,12,15,0,1,Corporate Auto,Corporate L2,Offer2,Agent,624.0,SUV,Medsize,5015.009472000004
TE35785,California,6948.422239,No,Basic,Doctor,2/7/11,Unemployed,M,0,Suburban,Married,196,0,73,2,1,Personal Auto,Personal L3,Offer1,Branch,1337.063487,Luxury SUV,Large,6885.391767879993
CM55703,Washington,2896.918767,No,Basic,College,2/9/11,Employed,F,33746,Suburban,Divorced,74,1,6,1,1,Personal Auto,Personal L3,Offer1,Agent,355.2,Two-Door Car,Medsize,2899.785168670001
QN65180,Oregon,21903.91364,No,Extended,Bachelor,2/26/11,Employed,F,22254,Rural,Married,79,22,75,0,2,Personal Auto,Personal L1,Offer3,Call Center,125.194389,Four-Door Car,Large,19205.180715509985
GE47180,Nevada,9028.821403,No,Basic,High School or Below,2/14/11,Employed,M,65974,Rural,Married,113,3,43,0,3,Personal Auto,Personal L3,Offer3,Agent,235.220971,Sports Car,Medsize,9031.939958910007
VQ38776,Oregon,5303.759534,No,Extended,College,1/2/11,Unemployed,F,0,Suburban,Single,76,18,63,0,3,Personal Auto,Personal L3,Offer2,Agent,395.34111,Four-Door Car,Large,5357.970100860003
ZY90118,Washington,4165.354461,No,Premium,College,1/3/11,Medical Leave,M,17161,Suburban,Married,113,1,22,1,1,Corporate Auto,Corporate L1,Offer1,Call Center,542.4,Four-Door Car,Small,4214.946895120004
IN17648,Nevada,5123.768112,No,Basic,High School or Below,2/27/11,Unemployed,M,0,Suburban,Single,74,1,62,0,7,Personal Auto,Personal L1,Offer1,Agent,772.798511,Two-Door Car,Medsize,5158.769804960007
DF95759,Oregon,9492.342964,No,Extended,College,1/15/11,Unemployed,M,0,Suburban,Married,132,9,85,0,6,Personal Auto,Personal L3,Offer2,Agent,633.6,SUV,Medsize,9561.040409589988
QG45324,Oregon,8204.863191,No,Basic,High School or Below,1/2/11,Unemployed,F,0,Suburban,Married,73,9,14,0,2,Personal Auto,Personal L2,Offer1,Agent,350.4,Four-Door Car,Medsize,8991.065324909992
MN61620,Arizona,9877.295699,No,Extended,College,1/31/11,Employed,F,67752,Rural,Single,131,4,40,4,9,Personal Auto,Personal L2,Offer1,Web,168.517149,Sports Car,Small,10020.170824250004
YH86390,California,4815.009736,No,Basic,Bachelor,1/16/11,Disabled,F,25398,Suburban,Divorced,64,30,80,0,6,Corporate Auto,Corporate L3,Offer2,Agent,307.2,Four-Door Car,Medsize,4773.9523165300025
FY13480,California,6277.011679,No,Extended,High School or Below,2/18/11,Unemployed,M,0,Suburban,Single,88,30,19,0,4,Personal Auto,Personal L3,Offer1,Web,633.6,Four-Door Car,Medsize,6251.883925299996
YH61661,California,8260.639809,No,Basic,High School or Below,1/2/11,Employed,M,33321,Suburban,Married,105,6,2,0,3,Special Auto,Special L1,Offer2,Branch,504.0,SUV,Medsize,8312.212584200002
NL93182,Nevada,2549.450038,No,Extended,Bachelor,1/20/11,Unemployed,M,0,Suburban,Single,78,13,32,0,1,Corporate Auto,Corporate L3,Offer2,Web,845.654042,Four-Door Car,Small,2615.426292490003
UM45563,Washington,4502.679656,No,Basic,Bachelor,1/27/11,Employed,M,68798,Rural,Single,114,19,69,0,1,Personal Auto,Personal L2,Offer2,Call Center,92.915251,SUV,Medsize,4560.024562480003
WE68644,Oregon,3803.921781,No,Basic,Bachelor,1/26/11,Medical Leave,F,20325,Suburban,Married,100,4,6,0,1,Personal Auto,Personal L3,Offer1,Branch,668.29397,Sports Car,Medsize,3791.402121629998
EZ30498,Oregon,8635.4035,No,Basic,Bachelor,2/15/11,Medical Leave,M,13129,Suburban,Married,117,15,93,0,6,Personal Auto,Personal L3,Offer1,Web,700.901632,SUV,Medsize,8625.816899310008
QY74517,Oregon,5510.558964,No,Basic,High School or Below,1/7/11,Unemployed,F,0,Suburban,Single,73,24,57,0,4,Personal Auto,Personal L3,Offer1,Branch,525.6,Four-Door Car,Large,5384.114204480006
NM88660,Nevada,3585.884123,No,Extended,Master,1/10/11,Employed,M,49080,Rural,Single,91,14,68,0,1,Corporate Auto,Corporate L2,Offer1,Agent,25.299,Four-Door Car,Small,3542.0585273000006
MZ82036,Nevada,4889.25278,No,Basic,College,2/20/11,Employed,M,42536,Suburban,Divorced,63,30,57,0,6,Personal Auto,Personal L1,Offer2,Branch,375.330097,Four-Door Car,Medsize,4899.734909909996
ID20929,Oregon,2756.941661,No,Basic,Bachelor,1/18/11,Medical Leave,M,29926,Suburban,Divorced,74,25,34,0,1,Corporate Auto,Corporate L1,Offer1,Branch,418.233667,Four-Door Car,Medsize,2757.06834797
EY50028,Nevada,3289.547398,No,Extended,Doctor,1/24/11,Unemployed,M,0,Urban,Married,86,5,55,0,1,Corporate Auto,Corporate L3,Offer2,Agent,398.240791,Two-Door Car,Medsize,3243.2624862900016
TT82373,California,10937.1785,No,Extended,Bachelor,1/8/11,Employed,F,21450,Suburban,Married,138,15,35,0,4,Personal Auto,Personal L2,Offer1,Branch,938.513425,Sports Car,Medsize,10398.396130060002
OH64088,California,7375.567916,No,Basic,High School or Below,2/9/11,Employed,M,33345,Suburban,Single,65,32,52,0,2,Corporate Auto,Corporate L1,Offer1,Agent,338.619869,Four-Door Car,Medsize,8463.512637730011
SK97780,California,10110.77818,No,Extended,Bachelor,2/16/11,Medical Leave,F,15752,Urban,Married,90,27,37,0,2,Corporate Auto,Corporate L3,Offer1,Branch,339.344531,Two-Door Car,Large,12160.980935749994
IO33050,Oregon,5119.414293,No,Basic,High School or Below,1/10/11,Employed,F,40169,Urban,Divorced,65,1,47,1,3,Personal Auto,Personal L3,Offer1,Call Center,302.818833,Four-Door Car,Medsize,5131.961133170004
XA55917,California,8533.832013,No,Basic,College,2/28/11,Disabled,F,26049,Suburban,Married,113,10,15,1,9,Personal Auto,Personal L1,Offer1,Web,619.165344,SUV,Medsize,8458.376919160002
JK32620,Nevada,2224.768,No,Basic,College,1/22/11,Unemployed,M,0,Suburban,Single,68,3,4,0,1,Personal Auto,Personal L3,Offer2,Web,326.4,Four-Door Car,Medsize,2269.706302840001
RQ19236,Arizona,8042.803784,No,Basic,Doctor,1/5/11,Employed,M,55411,Urban,Married,100,24,53,0,4,Personal Auto,Personal L2,Offer2,Web,259.561195,Sports Car,Medsize,8032.3831795499955
QC47433,Oregon,2554.437138,No,Basic,College,1/21/11,Medical Leave,M,12459,Suburban,Married,70,4,41,0,1,Personal Auto,Personal L2,Offer2,Branch,336.0,Four-Door Car,Small,2561.9101830200025
RA93608,Oregon,18073.93999,No,Extended,Bachelor,1/24/11,Employed,M,64620,Suburban,Married,76,24,32,1,2,Personal Auto,Personal L2,Offer1,Agent,364.8,Two-Door Car,Small,12729.888449140002
XH97711,California,2430.506586,No,Basic,Bachelor,1/14/11,Employed,M,83140,Urban,Married,61,25,70,0,1,Corporate Auto,Corporate L3,Offer4,Agent,179.161843,Four-Door Car,Medsize,2434.1250477900026
AU96286,Oregon,3167.658442,No,Extended,Bachelor,1/19/11,Unemployed,F,0,Suburban,Single,92,20,50,0,1,Corporate Auto,Corporate L1,Offer4,Web,662.4,Four-Door Car,Medsize,3224.721626479997
KC17170,Arizona,5465.603983,No,Basic,Bachelor,1/31/11,Employed,F,54422,Rural,Married,68,9,8,0,5,Corporate Auto,Corporate L3,Offer1,Branch,75.501852,Four-Door Car,Medsize,5442.805838889995
ZN47335,California,10357.51422,No,Extended,College,2/16/11,Employed,M,68309,Rural,Divorced,131,4,67,0,9,Corporate Auto,Corporate L3,Offer1,Web,306.983596,SUV,Small,10322.724015730006
EI46264,California,2537.813878,No,Basic,High School or Below,1/12/11,Employed,M,56621,Rural,Married,65,27,36,2,1,Personal Auto,Personal L2,Offer2,Branch,84.026848,Four-Door Car,Medsize,2533.167864539997
EK87864,Arizona,2821.947219,No,Basic,College,1/6/11,Employed,F,38977,Rural,Married,70,27,22,0,1,Special Auto,Special L2,Offer1,Agent,139.489926,Four-Door Car,Medsize,2803.8835932300003
GV45403,Arizona,7757.128146,No,Premium,Bachelor,1/23/11,Unemployed,M,0,Suburban,Divorced,111,32,13,0,3,Corporate Auto,Corporate L2,Offer1,Branch,607.4459,Two-Door Car,Medsize,7914.061917949999
QK31192,Arizona,4079.132667,No,Premium,High School or Below,2/18/11,Unemployed,M,0,Suburban,Married,114,12,43,0,1,Corporate Auto,Corporate L2,Offer4,Branch,631.124372,Two-Door Car,Medsize,4093.097906950004
LU89008,Arizona,5955.544552,No,Extended,College,2/7/11,Unemployed,F,0,Suburban,Single,83,35,87,0,8,Personal Auto,Personal L3,Offer1,Agent,628.023494,Four-Door Car,Medsize,5925.665095020001
NS10490,Oregon,14158.61364,No,Basic,Bachelor,2/26/11,Employed,F,83235,Suburban,Married,70,16,33,0,2,Personal Auto,Personal L3,Offer2,Agent,336.0,Two-Door Car,Medsize,14278.652338780015
KL98495,Nevada,8487.238032,No,Basic,College,1/5/11,Unemployed,M,0,Suburban,Married,74,7,93,0,2,Personal Auto,Personal L2,Offer1,Agent,426.655599,Two-Door Car,Medsize,9687.86147500001
